"id","text","author"
"41875d9f-c4c9-4a17-b7b5-a42a63126ef6","At Paris just after dark one gusty evening in the autumn of 18- I was enjoying the twofold luxury of meditation and a meerschaum in company with my friend C. Auguste Dupin in his little back library or book-closet au troisime No. 33 Rue Dunt Faubourg St. Germain.","EAP"
"7e1876bd-2182-4f87-8df9-dbf70d2c4269","For one hour at least we had maintained a profound silence; while each to any casual observer might have seemed intently and exclusively occupied with the curling eddies of smoke that oppressed the atmosphere of the chamber.","EAP"
"8425e073-083d-4a2f-9138-68c41e9c33db","For myself however I was mentally discussing certain topics which had formed matter for conversation between us at an earlier period of the evening; I mean the affair of the Rue Morgue and the mystery attending the murder of Marie Rogt.","EAP"
"e14f826d-465d-47b3-8813-75c8915792ab","I looked upon it therefore as something of a coincidence when the door of our apartment was thrown open and admitted our old acquaintance Monsieur G-- the Prefect of the Parisian police.","EAP"
"cb44ae9b-52c7-4471-a9b1-64956185d576","We gave him a hearty welcome; for there was nearly half as much of the entertaining as of the contemptible about the man and we had not seen him for several years.","EAP"
"f91ed1ad-a179-4fcb-b7ba-46c523406884","We had been sitting in the dark and Dupin now arose for the purpose of lighting a lamp but sat down again without doing so upon G.s saying that he had called to consult us or rather to ask the opinion of my friend about some official business which had occasioned a great deal of trouble.","EAP"
"6420ee13-de86-4790-a08a-6169671a6a08","If it is any point requiring reflection observed Dupin as he forebore to enkindle the wick we shall examine it to better purpose in the dark.","EAP"
"7dc9730a-5e25-47d1-909c-d760d20e8c70","That is another of your odd notions said the Prefect who had a fashion of calling every thing odd that was beyond his comprehension and thus lived amid an absolute legion of oddities.","EAP"
"b2c09a7b-bbb5-49da-b7b7-5d2102f8f3ae","Very true said Dupin as he supplied his visiter with a pipe and rolled towards him a comfortable chair.","EAP"
"1491e383-b6f1-43d5-8af8-3d4dc95f8d1c","Nothing more in the assassination way I hope  Oh no; nothing of that nature.","EAP"
"d28d9afe-13ed-411a-8a8f-e76cdd6f8a2b","The fact is the business is very simple indeed and I make no doubt that we can manage it sufficiently well ourselves; but then I thought Dupin would like to hear the details of it because it is so excessively odd.","EAP"
"bb69aef8-933a-4b76-9e26-3a2c0e05e006","The fact is we have all been a good deal puzzled because the affair is so simple and yet baffles us altogether.","EAP"
"84d556d3-31f8-44c4-ac3b-ca28062c778c","Perhaps it is the very simplicity of the thing which puts you at fault said my friend.","EAP"
"cbab7275-c3c7-4b2d-bb33-59c484b35d0e","What nonsense you do talk replied the Prefect laughing heartily.","EAP"
"e4c6393a-4846-4561-930c-39c1bafef243","Perhaps the mystery is a little too plain said Dupin.","EAP"
"48ad0a43-5bd4-476c-a315-e385b98a49d8","Oh good heavens who ever heard of such an idea  A little too self-evident.  Ha ha ha--ha ha ha--ho ho ho roared our visiter profoundly amused oh Dupin you will be the death of me yet  And what after all is the matter on hand I asked.","EAP"
"1f54872d-7fa6-4fd5-a692-2afc57d2ecc2","Why I will tell you replied the Prefect as he gave a long steady and contemplative puff and settled himself in his chair.","EAP"
"e46701a6-7f74-47ee-b771-39d3d6b41f4f","I will tell you in a few words; but before I begin let me caution you that this is an affair demanding the greatest secrecy and that I should most probably lose the position I now hold were it known that I confided it to any one.","EAP"
"4c42d399-6b1a-4124-a92b-ec3b2ef92d9c","Well then; I have received personal information from a very high quarter that a certain document of the last importance has been purloined from the royal apartments.","EAP"
"3e71d945-3688-48f3-b925-11a9ec73d17e","The individual who purloined it is known; this beyond a doubt; he was seen to take it.","EAP"
"314f0ca1-9eec-4780-afbf-2619b1dc37dc","It is clearly inferred replied the Prefect from the nature of the document and from the non-appearance of certain results which would at once arise from its passing out of the robbers possession; that is to say from his employing it as he must design in the end to employ it.","EAP"
